objectid,title,prompt_sha256,model,provider,created,id,request_started_utc,request_ended_utc,latency_seconds,finish_reason,content,usage_prompt_tokens,usage_completion_tokens,usage_total_tokens,usage_cost,error
m94775,"‹Merkwürdige Seltenheit›, Illustration zu einer Anzeige in den ‹Wöchentlichen Nach­richten › vom 30. Oktober 1834",5da1631f2f991f5fb770321671070e0d41e7cc2a534cb219fed1f4b926b34085,qwen/qwen3-vl-8b-instruct,Novita,1761081590,gen-1761081590-bNoGIWOTUtr1z6nT4IZh,2025-10-21T21:19:50+00:00,2025-10-21T21:19:52+00:00,2.554547,stop,"Afrikanischer Mann in traditioneller Kleidung, aufgerufen als „Ashanté“ für eine Herbstmesse-Anzeige 1834. Textausschnitt aus einer Zeitung mit Ankündigung seiner Präsentation in Basel.",1278,55,1333,0.00012974,
m94775,"‹Merkwürdige Seltenheit›, Illustration zu einer Anzeige in den ‹Wöchentlichen Nach­richten › vom 30. Oktober 1834",5da1631f2f991f5fb770321671070e0d41e7cc2a534cb219fed1f4b926b34085,openai/gpt-4o-mini,OpenAI,1761081594,gen-1761081592-iW5xOmnR6UC4Vkse8QsH,2025-10-21T21:19:52+00:00,2025-10-21T21:19:58+00:00,5.706849,stop,"Illustration zur Anzeige in den „Wöchentlichen Nachrichten“ vom 30. Oktober 1834. Ein Mann in traditioneller afrikanischer Kleidung hält eine Waffe, umrahmt von Text über eine bevorstehende Ausstellung eines „Afrikaners von der kriegerischen Nation der Ashantées“ während der Herbstmesse.",26122,67,26189,0.0039585,
m94775,"‹Merkwürdige Seltenheit›, Illustration zu einer Anzeige in den ‹Wöchentlichen Nach­richten › vom 30. Oktober 1834",5da1631f2f991f5fb770321671070e0d41e7cc2a534cb219fed1f4b926b34085,meta-llama/llama-4-maverick,Novita,1761081598,gen-1761081598-JhDZOsyMHMfPpq76d8Ms,2025-10-21T21:19:58+00:00,2025-10-21T21:20:01+00:00,3.246088,stop,"Ashantee-Krieger mit Lanze und Schild, Illustration zu einer Zeitungsanzeige von 1834.",1623,24,1647,0.00029631,
m88415_1,"Publikumszahlen an Konzerten und FCB-Spielen im St. Jakob-Stadion, 1960–2022",ab3654079973894e949bfe3d1feb52d80f86daffb6f4098f146fd09cd0f0de5a,google/gemini-2.5-flash-lite,Google,1761081602,gen-1761081602-jkws4S0BWjIdnWC6cL0N,2025-10-21T21:20:01+00:00,2025-10-21T21:20:06+00:00,4.647171,stop,"Grafik, Publikumszahlen an Konzerten (gelb) und FCB-Spielen (blau) im St. Jakob-Stadion von 1960 bis 2022.",2569,41,2610,0.0002733,
m88415_1,"Publikumszahlen an Konzerten und FCB-Spielen im St. Jakob-Stadion, 1960–2022",ab3654079973894e949bfe3d1feb52d80f86daffb6f4098f146fd09cd0f0de5a,qwen/qwen3-vl-8b-instruct,Novita,1761081606,gen-1761081606-WaOJuhVcry2DkWvNkxqf,2025-10-21T21:20:06+00:00,2025-10-21T21:20:09+00:00,2.765031,stop,"St. Jakob-Stadion: Vergleich Publikumszahlen Konzerte vs. FCB-Spiele 1960–2022. Blaue Säulen: FCB-Spiele, gelbe Säulen: Konzerte. 1980er: niedrige Besucherzahlen für FCB, höhere für Konzerte. 2001: Neubau St. Jakob-Park, FCB-Zuschauerzahlen steigen. 2020: Einbruch durch Corona.",1175,123,1298,0.0001555,
m88415_1,"Publikumszahlen an Konzerten und FCB-Spielen im St. Jakob-Stadion, 1960–2022",ab3654079973894e949bfe3d1feb52d80f86daffb6f4098f146fd09cd0f0de5a,openai/gpt-4o-mini,OpenAI,1761081609,gen-1761081609-hLNJs4deXVQOxrZ2mKsy,2025-10-21T21:20:09+00:00,2025-10-21T21:20:12+00:00,2.921637,stop,"Diagramm zu den Publikumszahlen an Konzerten (gelb) und FC Basel-Spielen (blau) im St. Jakob-Stadion von 1960 bis 2022. Deutlicher Rückgang in den 1980er-Jahren, Wiederanstieg ab 2002. Einbruch im Jahr 2020 aufgrund der Corona-Pandemie. Schlüsseljahre mit hohen Besucherzahlen sind markiert.",14901,86,14987,0.00228675,
m88415_1,"Publikumszahlen an Konzerten und FCB-Spielen im St. Jakob-Stadion, 1960–2022",ab3654079973894e949bfe3d1feb52d80f86daffb6f4098f146fd09cd0f0de5a,meta-llama/llama-4-maverick,Fireworks,1761081620,gen-1761081612-MKL9YDrWsi9W6X7UwK61,2025-10-21T21:20:12+00:00,2025-10-21T21:20:23+00:00,10.934097,stop,"Balkendiagramm: Besucherzahlen von FCB-Spielen (blau) und Konzerten (gelb) im St. Jakob-Stadion, 1960–2022. Zahlen steigen bis 2002 an, Einbruch 2020.",1739,54,1793,0.0004301,
m15298_1,Zwischen 1912 und 1966 neu erbaute Gotteshäuser in Basel,12546aad0dd409152ab3c6795835d60d8faa8d37287233b1f72dd11a624858e8,google/gemini-2.5-flash-lite,Google,1761081623,gen-1761081623-T2WpArrL08jnzyciFFBZ,2025-10-21T21:20:23+00:00,2025-10-21T21:20:26+00:00,2.807602,stop,"Basler Karte mit neu erbauten Gotteshäusern (1912–1966), katholisch, reformiert und jüdisch.",2047,30,2077,0.0002167,
m15298_1,Zwischen 1912 und 1966 neu erbaute Gotteshäuser in Basel,12546aad0dd409152ab3c6795835d60d8faa8d37287233b1f72dd11a624858e8,qwen/qwen3-vl-8b-instruct,Novita,1761081626,gen-1761081626-n9ZOpLJBOkkLcDs61lPO,2025-10-21T21:20:26+00:00,2025-10-21T21:20:29+00:00,3.676393,stop,"Karte von Basel mit 18 neu erbauten Gotteshäusern (1912–1966), farbcodiert nach Konfession: römisch-katholisch (gelb), evangelisch-reformiert (blau), jüdisch (grün). Jeder Punkt mit Nummer und Name, inkl. Baujahr.",1505,81,1586,0.0001609,
m15298_1,Zwischen 1912 und 1966 neu erbaute Gotteshäuser in Basel,12546aad0dd409152ab3c6795835d60d8faa8d37287233b1f72dd11a624858e8,openai/gpt-4o-mini,OpenAI,1761081630,gen-1761081630-6OL0BE4slx72pIcISOZs,2025-10-21T21:20:29+00:00,2025-10-21T21:20:34+00:00,4.820899,stop,"Karte der zwischen 1912 und 1966 neu erbauten Gotteshäuser in Basel. Markierungen zeigen die Standorte römisch-katholischer (blau) und evangelisch-reformierter (gelb) Kirchen sowie der jüdischen Synagoge (grün). Die Karte umfasst verschiedene Kirchen, die zwischen 1912 und 1966 errichtet wurden.",26243,80,26323,0.00388845,
m15298_1,Zwischen 1912 und 1966 neu erbaute Gotteshäuser in Basel,12546aad0dd409152ab3c6795835d60d8faa8d37287233b1f72dd11a624858e8,meta-llama/llama-4-maverick,Parasail,1761081634,gen-1761081634-wU2HMo086hE4OtJk1Lhs,2025-10-21T21:20:34+00:00,2025-10-21T21:20:36+00:00,1.836217,stop,Karte von Basel mit Markierungen für neu erbaute Gotteshäuser zwischen 1912 und 1966; farblich unterschieden nach Religionsgemeinschaft.,2184,33,2217,0.00035565,
m34620,Ausgrabung im Chor der Peterskirche im Jahr 1962,4ac688bbf2b9927ec3c7859f3b75999fb4a905fa7b6e3a2c09a53c51c29b4a8c,google/gemini-2.5-flash-lite,Google,1761081636,gen-1761081636-W5fpt7O57JsfyJCir0dq,2025-10-21T21:20:36+00:00,2025-10-21T21:20:39+00:00,2.78662,stop,"Ausgrabung im Chor der Peterskirche Basel 1962. Freigelegte Fundamente von drei Bauphasen: Gründungsbau (9./10. Jh.), romanische Apsis (10./11. Jh.) und gotischer Chor (13. Jh.).",1862,60,1922,0.0002102,
m34620,Ausgrabung im Chor der Peterskirche im Jahr 1962,4ac688bbf2b9927ec3c7859f3b75999fb4a905fa7b6e3a2c09a53c51c29b4a8c,qwen/qwen3-vl-8b-instruct,Novita,1761081639,gen-1761081639-lCy7W0TGfseUtyv5bYt7,2025-10-21T21:20:39+00:00,2025-10-21T21:20:42+00:00,2.414408,stop,"Ausgrabung des Chors der Peterskirche 1962: Überlagerung von Gründungsbaustufen – rechteckig (9./10. Jh.), romanisch mit halbrunder Apsis (10./11. Jh.), gotischer Rechteckchor (13. Jh.). Steinmauern, Fundamente, Reste von Bodenbelägen.",1225,91,1316,0.0001435,
m34620,Ausgrabung im Chor der Peterskirche im Jahr 1962,4ac688bbf2b9927ec3c7859f3b75999fb4a905fa7b6e3a2c09a53c51c29b4a8c,openai/gpt-4o-mini,OpenAI,1761081642,gen-1761081642-JTh67wsb4pbNycHCpMdh,2025-10-21T21:20:42+00:00,2025-10-21T21:20:44+00:00,2.877025,stop,"Ausgrabung des rechteckigen Chores der Peterskirche, 1962. Sichtbare romanische Fundamente mit halbrunder Apsis und gotische Mauerreste. Fotograf: Peter Heman.",26087,43,26130,0.00385245,
m34620,Ausgrabung im Chor der Peterskirche im Jahr 1962,4ac688bbf2b9927ec3c7859f3b75999fb4a905fa7b6e3a2c09a53c51c29b4a8c,meta-llama/llama-4-maverick,Novita,1761081645,gen-1761081644-iMVMKCGZkree6ncecISv,2025-10-21T21:20:44+00:00,2025-10-21T21:20:46+00:00,1.908293,stop,"Freigelegte Fundamente dreier Kirchenchöre: rechteckig (9./10. Jh.), halbrunde Apsis (10./11. Jh.), gotischer Rechteckchor (13. Jh.).",2017,44,2061,0.00038029,
m92410,Faltblatt der Gruppe ‹Freiräume für Frauen› (FFF),cc4290d1d64ae3d9d97232972911a3ef085aa4d16b33e3384b5d5dff1a0a0461,google/gemini-2.5-flash-lite,Google,1761081647,gen-1761081647-zJIiBN5OsmazSEsjyhra,2025-10-21T21:20:47+00:00,2025-10-21T21:20:49+00:00,2.800458,stop,"Faltblatt der Gruppe ‹Freiräume für Frauen› (FFF) von 1992. Eine Frau und ein Mann auf einer Treppe am Wasser. Die Frau wirkt angespannt, der Mann entspannt.",2316,46,2362,7.117e-05,
m92410,Faltblatt der Gruppe ‹Freiräume für Frauen› (FFF),cc4290d1d64ae3d9d97232972911a3ef085aa4d16b33e3384b5d5dff1a0a0461,qwen/qwen3-vl-8b-instruct,Novita,1761081649,gen-1761081649-Jj78tVt0NOgRKKiMpoVJ,2025-10-21T21:20:49+00:00,2025-10-21T21:20:52+00:00,2.273206,stop,"Zwei Personen auf Brüstung: Frau sitzend, blickträge, Mann stehend, selbstbewusst. Schwarzweiß, 1992. FFF-Faltblatt zur Gleichstellung im öffentlichen Raum.",1039,54,1093,0.00011012,
m92410,Faltblatt der Gruppe ‹Freiräume für Frauen› (FFF),cc4290d1d64ae3d9d97232972911a3ef085aa4d16b33e3384b5d5dff1a0a0461,openai/gpt-4o-mini,OpenAI,1761081653,gen-1761081652-GBiwQVM0cqRBMAJPy1td,2025-10-21T21:20:52+00:00,2025-10-21T21:20:57+00:00,4.953179,stop,"Zwei Personen in einem schwarz-weißen Bild auf einer Treppe, die zu einem Gewässer führt. Die Frau trägt ein weit geschnittenes Oberteil und hat lockiges Haar, während der Mann in einem karierten Hemd und Sonnenbrille aufblickt. Die Bildkomposition erinnert an die Forderungen der Gruppe FFF nach einem gleichberechtigten und selbstbewussten Auftreten von Frauen im öffentlichen Raum.",26031,87,26118,0.00395685,
m92410,Faltblatt der Gruppe ‹Freiräume für Frauen› (FFF),cc4290d1d64ae3d9d97232972911a3ef085aa4d16b33e3384b5d5dff1a0a0461,meta-llama/llama-4-maverick,Novita,1761081657,gen-1761081657-e8GYKF3iMURqdhKjtV2i,2025-10-21T21:20:57+00:00,2025-10-21T21:20:59+00:00,2.21441,stop,"Mann steht selbstbewusst auf Treppe, Frau sitzt zusammengesunken daneben, Faltblatt der Gruppe ""Freiräume für Frauen"", 1992",1533,34,1567,0.00028951,
m92357,Fasnachtszettel der Vereinigten Spalemer,9771aec96d784bcfaed396ce78a55161774ede7de5d3105efe8b0f1ff60a9268,google/gemini-2.5-flash-lite,Google,1761081659,gen-1761081659-MRS9b1jcTFKoTKAx9Vn2,2025-10-21T21:20:59+00:00,2025-10-21T21:21:02+00:00,2.735555,stop,Fasnachtszettel der Vereinigten Spalemer von 1901 mit satirischer Darstellung von Zuwanderung und Ergebnissen einer fiktiven Volkszählung.,1935,34,1969,0.0002071,
m92357,Fasnachtszettel der Vereinigten Spalemer,9771aec96d784bcfaed396ce78a55161774ede7de5d3105efe8b0f1ff60a9268,qwen/qwen3-vl-8b-instruct,Novita,1761081662,gen-1761081662-I7DQIAqi36nj8dM2YuUC,2025-10-21T21:21:02+00:00,2025-10-21T21:21:04+00:00,2.308928,stop,"Fasnachtszettel der Vereinigten Spalemer, 1901. Karikatur mit zwei Figuren flankiert einem „Volkszählungs-Actie“-Schild. Darin: Zuwanderergruppen aus Basel, Zürich, Bern, Aargau, sowie „Türken“ und „Orang-Utang“ mit Zahlen.",1265,83,1348,0.0001427,
m92357,Fasnachtszettel der Vereinigten Spalemer,9771aec96d784bcfaed396ce78a55161774ede7de5d3105efe8b0f1ff60a9268,openai/gpt-4o-mini,OpenAI,1761081664,gen-1761081664-HReIuBTZF7sjNP8kGode,2025-10-21T21:21:04+00:00,2025-10-21T21:21:08+00:00,4.041243,stop,"Fasnachtszettel der Vereinigten Spalemer von 1901. Karikaturistische Abbildung von zwei Figuren mit einem Wappen. Zentrale Themen sind die Zuwanderung nach Basel, mit Auflistung der Bevölkerungskategorien: Basler Bürger, Katzenstreker, Zürihagler, Mutze, Rübliländer, Türken, Vo Drausse rai und Orang-Utang. Gesamtzahl der Einwohner 112.615.",26160,95,26255,0.003885,
m92357,Fasnachtszettel der Vereinigten Spalemer,9771aec96d784bcfaed396ce78a55161774ede7de5d3105efe8b0f1ff60a9268,meta-llama/llama-4-maverick,Fireworks,1761081675,gen-1761081668-4N2fcZgxE2f3J8OBPlZH,2025-10-21T21:21:08+00:00,2025-10-21T21:21:17+00:00,8.90188,stop,"Fasnachtszettel 1901 der Vereinigten Spalemer mit Karikaturen und Volkszählungsergebnis: 89.999 ""Vo Drausse rai"", 19.999 Basler Bürger, 2614 ""Katzenstreker, Zürihaggle, Mutze, Rübliländer"".",1658,67,1725,0.00042372,
m82972,"Anteil der Life-Science-Industrie am Wirtschaftswachstum, 2000–2010",70a877ac8360e5abf9e73bf14349e0b5102b7f82e99803a8120778e989830b84,google/gemini-2.5-flash-lite,Google,1761081678,gen-1761081678-8knYE4VXP0a4JuatM61P,2025-10-21T21:21:17+00:00,2025-10-21T21:21:20+00:00,2.899905,stop,"Streudiagramm zeigt durchschnittliche jährliche Wachstumsrate der Life Sciences im Verhältnis zum Anteil an regionaler Wertschöpfung, 2000-2010.",2493,37,2530,0.0002641,
m82972,"Anteil der Life-Science-Industrie am Wirtschaftswachstum, 2000–2010",70a877ac8360e5abf9e73bf14349e0b5102b7f82e99803a8120778e989830b84,qwen/qwen3-vl-8b-instruct,Novita,1761081681,gen-1761081681-Z6LP3uTinEQwxel5tonv,2025-10-21T21:21:20+00:00,2025-10-21T21:21:22+00:00,1.963739,stop,Region Basel: höchster Anteil der Life Sciences am regionalen Wirtschaftswachstum (ca. 17%) in den 2000er-Jahren. Andere Standorte wie Cambridge oder Singapur lagen deutlich unterhalb.,1271,54,1325,0.00012868,
m82972,"Anteil der Life-Science-Industrie am Wirtschaftswachstum, 2000–2010",70a877ac8360e5abf9e73bf14349e0b5102b7f82e99803a8120778e989830b84,openai/gpt-4o-mini,OpenAI,1761081682,gen-1761081682-LgTRKhRhjS1YRVk5UnAa,2025-10-21T21:21:22+00:00,2025-10-21T21:21:25+00:00,2.872158,stop,"Grafik mit dot chart, die die durchschnittlichen jährlichen Wachstumsraten der Life-Science-Industrie in verschiedenen Städten von 2000 bis 2010 veranschaulicht. Auf der horizontalen Achse ist der Anteil der Life Sciences am regionalen Bruttoinlandsprodukt aufgeführt, während die vertikale Achse die Wachstumsrate zeigt. Die Region Basel ist hervorgehoben und zeigt den größten Anteil, während andere Städte wie Shanghai und Cambridge ähnliche oder leicht höhere Wachstumsraten aufweisen.",26177,110,26287,0.00399255,
m82972,"Anteil der Life-Science-Industrie am Wirtschaftswachstum, 2000–2010",70a877ac8360e5abf9e73bf14349e0b5102b7f82e99803a8120778e989830b84,meta-llama/llama-4-maverick,Together,1761081685,gen-1761081685-3qdnSjFzPRjiOSHERfH9,2025-10-21T21:21:25+00:00,2025-10-21T21:21:28+00:00,3.332145,stop,"Karte: Regionenvergleich Life Sciences 2000–2010. X-Achse: Anteil an regionaler Wertschöpfung (0–20%). Y-Achse: Jährliche Wachstumsrate (0–16%). Regionen: Zürich, San Francisco, Genf, Singapur, Schanghai, Cambridge, Basel. Kreisgröße zeigt Beitrag zum Wachstum. Basel: 18% Wertschöpfung, 10% Wachstum, größter Beitrag.",1689,95,1784,0.00053678,
m37716,Reste der Inneren Stadtmauer,13e296d294bbc2c27aafcffdd57fc32dc6707c9bb7f91e95639c43846121a904,google/gemini-2.5-flash-lite,Google,1761081689,gen-1761081689-cIoHCmbXOcmMTiBwElFA,2025-10-21T21:21:29+00:00,2025-10-21T21:21:31+00:00,2.524662,stop,Archäologische Ausgrabungsstätte mit freigelegten Fundamenten einer mittelalterlichen Stadtmauer und Bauarbeitern.,2359,25,2384,0.0002459,
m37716,Reste der Inneren Stadtmauer,13e296d294bbc2c27aafcffdd57fc32dc6707c9bb7f91e95639c43846121a904,qwen/qwen3-vl-8b-instruct,Novita,1761081691,gen-1761081691-tXoeRePUoTRWpZr1s8jx,2025-10-21T21:21:31+00:00,2025-10-21T21:21:33+00:00,2.036961,stop,"Stadtmauerreste aus Stein, freigelegt 2020 beim Bau des Kunstmuseum-Parkings. Arbeiter untersuchen die Mauer in einer Baugrube neben modernem Gebäude.",1130,45,1175,0.0001129,
m37716,Reste der Inneren Stadtmauer,13e296d294bbc2c27aafcffdd57fc32dc6707c9bb7f91e95639c43846121a904,openai/gpt-4o-mini,OpenAI,1761081693,gen-1761081693-jzu69sVxS9ZyR1VlUw0q,2025-10-21T21:21:33+00:00,2025-10-21T21:21:36+00:00,2.733749,stop,"Längere Strecke der Innenstadtmauer, freigelegt beim Bau des Kunstmuseum-Parkings am St. Alban-Graben. Sichtbar sind die Grundmauern und die Mächtigkeit des städtischen Befestigungsrings. Im Vordergrund arbeiten Bauarbeiter, im Hintergrund moderne Gebäude.",26071,62,26133,0.00394785,
m37716,Reste der Inneren Stadtmauer,13e296d294bbc2c27aafcffdd57fc32dc6707c9bb7f91e95639c43846121a904,meta-llama/llama-4-maverick,Groq,1761081696,gen-1761081696-keduNN2tdRFYUE63oC6g,2025-10-21T21:21:36+00:00,2025-10-21T21:21:37+00:00,0.703988,stop,"Freigelegte Innere Stadtmauer beim Bau des Kunstmuseum-Parkings, St. Alban-Graben, Arbeiter in Schutzhelmen und Warnwesten an der Ausgrabung.",1583,39,1622,0.00034,
m22924,Federzeichnung eines zirkumpolaren Horizontalpanoramas der Stadt Basel,90c17b96b4d7ab90eaa72dcc5740bc41fee74f9af084383e864cb9ef54aebcdc,google/gemini-2.5-flash-lite,Google,1761081697,gen-1761081697-vHK0D0572epB8n5Z5mGg,2025-10-21T21:21:37+00:00,2025-10-21T21:21:39+00:00,2.085105,stop,"Federzeichnung eines zirkumpolaren Horizontalpanoramas der Stadt Basel von 1787, mit Aussicht von einem Kamin.",1879,28,1907,0.0001991,
m22924,Federzeichnung eines zirkumpolaren Horizontalpanoramas der Stadt Basel,90c17b96b4d7ab90eaa72dcc5740bc41fee74f9af084383e864cb9ef54aebcdc,qwen/qwen3-vl-8b-instruct,Novita,1761081699,gen-1761081699-GcX2puzYzHFAkJta73ze,2025-10-21T21:21:39+00:00,2025-10-21T21:21:41+00:00,2.183085,stop,"Zirkumpolarer Panoramablick auf Basel von 1787, gezeichnet aus einem Kamin des Blauen Hauses. Schwarz-weiß, radial komponiert, mit detaillierter Darstellung der Stadt und Umgebung in 360-Grad-Perspektive.",1434,66,1500,0.00014772,
m22924,Federzeichnung eines zirkumpolaren Horizontalpanoramas der Stadt Basel,90c17b96b4d7ab90eaa72dcc5740bc41fee74f9af084383e864cb9ef54aebcdc,openai/gpt-4o-mini,OpenAI,1761081701,gen-1761081701-V0zjrnyyUqk959d4obyj,2025-10-21T21:21:41+00:00,2025-10-21T21:21:44+00:00,3.17947,stop,"Federzeichnung eines zirkumpolaren Horizontalpanoramas der Stadt Basel aus dem Jahr 1787. 360-Grad-Umsicht zeigt Basel und Umgebung, mit markanten Gebäuden und der Ringform des Panoramas. Die Darstellung umfasst Details der Stadtarchitektur und ist im oberen Bereich durch den Himmel und Flusslandschaften ergänzt.",26088,71,26159,0.0038694,
