objectid,title,prompt_sha256,model,provider,created,id,request_started_utc,request_ended_utc,latency_seconds,finish_reason,content,usage_prompt_tokens,usage_completion_tokens,usage_total_tokens,usage_cost,error
m94775,"‹Merkwürdige Seltenheit›, Illustration zu einer Anzeige in den ‹Wöchentlichen Nach­richten › vom 30. Oktober 1834",5da1631f2f991f5fb770321671070e0d41e7cc2a534cb219fed1f4b926b34085,openai/gpt-4o-mini,OpenAI,1761082570,gen-1761082570-UNQnMQV1e4wJlNynDMS2,2025-10-21T21:36:10+00:00,2025-10-21T21:36:15+00:00,5.048922,stop,"Illustration zu einer Anzeige für eine Herbstmesse 1834, die einen afrikanischen Krieger der Ashantée zeigt. Die Anzeige stammt aus den ""Wöchentlichen Nachrichten"" und erwähnt, dass dieser Afrikaner während der Messe anwesend sein wird. Die Goldküste, heute Ghana, war in den 1820er Jahren ein Zentrum der Basler Mission.",26122,76,26198,0.0039639,
m94775,"‹Merkwürdige Seltenheit›, Illustration zu einer Anzeige in den ‹Wöchentlichen Nach­richten › vom 30. Oktober 1834",5da1631f2f991f5fb770321671070e0d41e7cc2a534cb219fed1f4b926b34085,meta-llama/llama-4-maverick,Novita,1761082576,gen-1761082575-ZrrVJj18Wk9NtHvUACD1,2025-10-21T21:36:15+00:00,2025-10-21T21:36:17+00:00,2.432767,stop,"Mann in traditioneller Ashanti-Tracht mit Speer und Schild, Illustration zur Anzeige der Ausstellung eines Afrikaners auf der Herbstmesse 1834.",1623,33,1656,0.00030396,
m88415_1,"Publikumszahlen an Konzerten und FCB-Spielen im St. Jakob-Stadion, 1960–2022",ab3654079973894e949bfe3d1feb52d80f86daffb6f4098f146fd09cd0f0de5a,google/gemini-2.5-flash-lite,Google,1761082578,gen-1761082578-BdA3J8TLZirzOAjUvm5l,2025-10-21T21:36:17+00:00,2025-10-21T21:36:20+00:00,2.728606,stop,"Diagramm: Publikumszahlen am St. Jakob-Stadion 1960–2022. Blaue Balken zeigen FCB-Spiele, gelbe Konzerte.",2569,39,2608,0.0002725,
m88415_1,"Publikumszahlen an Konzerten und FCB-Spielen im St. Jakob-Stadion, 1960–2022",ab3654079973894e949bfe3d1feb52d80f86daffb6f4098f146fd09cd0f0de5a,qwen/qwen3-vl-8b-instruct,Novita,1761082580,gen-1761082580-hSftcsgWBa5DPyWYQ944,2025-10-21T21:36:20+00:00,2025-10-21T21:36:23+00:00,2.622728,stop,"St. Jakob-Stadion: Vergleich Publikumszahlen Konzerte vs. FCB-Spiele 1960–2022. Blaue Säulen: FCB-Spiele, gelbe Säulen: Konzerte. 1980er: niedrige Besucherzahlen für FCB, höhere für Konzerte. 2001: Neubau St. Jakob-Park, FCB-Zuschauerzahlen steigen. 2020: Einbruch durch Corona.",1175,123,1298,0.0001555,
m88415_1,"Publikumszahlen an Konzerten und FCB-Spielen im St. Jakob-Stadion, 1960–2022",ab3654079973894e949bfe3d1feb52d80f86daffb6f4098f146fd09cd0f0de5a,openai/gpt-4o-mini,OpenAI,1761082584,gen-1761082583-be2jBJ99jgF7Uez2ciJ2,2025-10-21T21:36:23+00:00,2025-10-21T21:36:27+00:00,4.420688,stop,"Balkendiagramm mit den Publikumszahlen an Konzerten (gelbe Balken) und FCB-Spielen (blaue Balken) im St. Jakob-Stadion von 1960 bis 2022. Deutliche Schwankungen sind erkennbar, insbesondere in den 1980er-Jahren mit einem Rückgang der Zuschauerzahlen. Ein Anstieg der FCB-Besucherzahlen ab 2001 ist zu beobachten, der Höhepunkt liegt in den Jahren 2014 bis 2018. Ein markanter Rückgang ist 2020 sichtbar, bedingt durch die Corona-Pandemie.",14901,127,15028,0.00231135,
m88415_1,"Publikumszahlen an Konzerten und FCB-Spielen im St. Jakob-Stadion, 1960–2022",ab3654079973894e949bfe3d1feb52d80f86daffb6f4098f146fd09cd0f0de5a,meta-llama/llama-4-maverick,Google,1761082587,gen-1761082587-beZUOTksatpkmGWEh3OV,2025-10-21T21:36:27+00:00,2025-10-21T21:36:31+00:00,3.318932,stop,"Balkendiagramm: Zuschauerzahlen von FC Basel (blau) und Konzerten (gelb) im St. Jakob-Stadion, 1960–2022. Höchstwerte bei Fußballspielen ab 2001 im neuen St. Jakob-Park, Einbruch 2020 durch Corona-Pandemie.",1830,66,1896,0.0007164,
m15298_1,Zwischen 1912 und 1966 neu erbaute Gotteshäuser in Basel,12546aad0dd409152ab3c6795835d60d8faa8d37287233b1f72dd11a624858e8,google/gemini-2.5-flash-lite,Google,1761082591,gen-1761082591-81ty1iEd0yVr5rBs7Qwi,2025-10-21T21:36:31+00:00,2025-10-21T21:36:34+00:00,3.581992,stop,"Karte von Basel mit Markierungen neu erbauter Gotteshäuser zwischen 1912 und 1966, farblich nach Konfession unterschieden.",2047,33,2080,0.0002179,
m15298_1,Zwischen 1912 und 1966 neu erbaute Gotteshäuser in Basel,12546aad0dd409152ab3c6795835d60d8faa8d37287233b1f72dd11a624858e8,qwen/qwen3-vl-8b-instruct,Novita,1761082594,gen-1761082594-uLdiNQtA5J3p4flQfHxg,2025-10-21T21:36:34+00:00,2025-10-21T21:36:37+00:00,2.689828,stop,"Karte von Basel mit 18 neu erbauten Gotteshäusern (1912–1966), farbcodiert nach Konfession: römisch-katholisch (gelb), evangelisch-reformiert (blau), jüdisch (grün). Jeder Punkt mit Nummer und Name, inkl. Baujahr.",1505,81,1586,0.0001609,
m15298_1,Zwischen 1912 und 1966 neu erbaute Gotteshäuser in Basel,12546aad0dd409152ab3c6795835d60d8faa8d37287233b1f72dd11a624858e8,openai/gpt-4o-mini,OpenAI,1761082597,gen-1761082597-QTv4dJpuH57qU8mBptFR,2025-10-21T21:36:37+00:00,2025-10-21T21:36:41+00:00,3.795032,stop,"Karte mit neuen Gotteshäusern in Basel zwischen 1912 und 1966. Markiert sind Standorte der evangelisch-reformierten, römisch-katholischen und jüdischen Kirchen sowie deren Baujahre. Wichtige Kirchen sind Heiliggeistkirche (1912), Antoniiuskirche (1927) und weitere bis zu Gellertkirche (1964). Die Karte illustriert die Verteilung und den Bauboom in den äußeren Quartieren.",26243,104,26347,0.00399885,
m15298_1,Zwischen 1912 und 1966 neu erbaute Gotteshäuser in Basel,12546aad0dd409152ab3c6795835d60d8faa8d37287233b1f72dd11a624858e8,meta-llama/llama-4-maverick,Groq,1761082601,gen-1761082601-snHUV6lMRxhBeJ4MjGB2,2025-10-21T21:36:41+00:00,2025-10-21T21:36:42+00:00,0.958454,stop,"Karte von Basel mit 18 neu erbauten Gotteshäusern zwischen 1912 und 1966; römisch-katholische (gelb), evangelisch-reformierte (blau) und jüdische (grün) markiert, mit Baujahr.",2183,56,2239,0.0004702,
m34620,Ausgrabung im Chor der Peterskirche im Jahr 1962,4ac688bbf2b9927ec3c7859f3b75999fb4a905fa7b6e3a2c09a53c51c29b4a8c,google/gemini-2.5-flash-lite,Google,1761082602,gen-1761082602-8N2A7JkayMr1Mi92yQIV,2025-10-21T21:36:42+00:00,2025-10-21T21:36:44+00:00,1.998545,stop,Archäologische Grabung im Chor der Peterskirche: Fundamente des Gründungsbaus von 9./10. Jh. neben romanischen und gotischen Mauern.,1862,35,1897,0.0002002,
m34620,Ausgrabung im Chor der Peterskirche im Jahr 1962,4ac688bbf2b9927ec3c7859f3b75999fb4a905fa7b6e3a2c09a53c51c29b4a8c,qwen/qwen3-vl-8b-instruct,Alibaba,1761082604,gen-1761082604-DRfrBDw12yQZcqJaShby,2025-10-21T21:36:44+00:00,2025-10-21T21:36:46+00:00,2.67015,stop,"Ausgrabung des Chors der Peterskirche 1962: Überlagerung von Gründungsbaustufen – rechteckiger Chor (9./10. Jh.), romanische Apsis (10./11. Jh.), gotischer Chor (13. Jh.).",1989,45,2034,0.00038952,
m34620,Ausgrabung im Chor der Peterskirche im Jahr 1962,4ac688bbf2b9927ec3c7859f3b75999fb4a905fa7b6e3a2c09a53c51c29b4a8c,openai/gpt-4o-mini,OpenAI,1761082606,gen-1761082606-btZJ0UP5khxbcrOOoq2I,2025-10-21T21:36:46+00:00,2025-10-21T21:36:51+00:00,4.31691,stop,"Rechteckiger Chor mit romanischen Fundamenten und halbrunder Apsis, sichtbar in den Ausgrabungen der Peterskirche. Fundamente des gotischen Chors sind ebenfalls erkennbar. Zustand: teilweise sichtbar, graue Steine, erdige Fläche.",26087,56,26143,0.00394665,
m34620,Ausgrabung im Chor der Peterskirche im Jahr 1962,4ac688bbf2b9927ec3c7859f3b75999fb4a905fa7b6e3a2c09a53c51c29b4a8c,meta-llama/llama-4-maverick,Together,1761082611,gen-1761082611-bvNS4dGA0xjRMYgm9JTd,2025-10-21T21:36:51+00:00,2025-10-21T21:36:53+00:00,1.82057,stop,"Archäologische Ausgrabung in der Peterskirche 1962, Fundamente verschiedener Bauphasen.",2029,24,2053,0.00056823,
m92410,Faltblatt der Gruppe ‹Freiräume für Frauen› (FFF),cc4290d1d64ae3d9d97232972911a3ef085aa4d16b33e3384b5d5dff1a0a0461,google/gemini-2.5-flash-lite,Google,1761082613,gen-1761082613-PlOcYvWUg4F8oj62hwVV,2025-10-21T21:36:53+00:00,2025-10-21T21:36:55+00:00,2.56366,stop,"Faltblatt der Gruppe ‹Freiräume für Frauen› (FFF) von 1992. Zwei Personen gehen eine Treppe hinunter, Frau mit Zigarette, Mann mit Sonnenbrille und Händen in den Hosentaschen.",2316,49,2365,7.237e-05,
m92410,Faltblatt der Gruppe ‹Freiräume für Frauen› (FFF),cc4290d1d64ae3d9d97232972911a3ef085aa4d16b33e3384b5d5dff1a0a0461,qwen/qwen3-vl-8b-instruct,Novita,1761082615,gen-1761082615-M446Q0RLbmjnPracurMx,2025-10-21T21:36:55+00:00,2025-10-21T21:36:57+00:00,2.149081,stop,"Zwei Personen auf Brüstung: Frau sitzend, blickträge, Mann stehend, selbstbewusst. Schwarzweiß, 1992. FFF-Faltblatt zur Gleichstellung im öffentlichen Raum.",1039,54,1093,0.00011012,
m92410,Faltblatt der Gruppe ‹Freiräume für Frauen› (FFF),cc4290d1d64ae3d9d97232972911a3ef085aa4d16b33e3384b5d5dff1a0a0461,openai/gpt-4o-mini,OpenAI,1761082617,gen-1761082617-iLOVqVFFrV4hXFo2e1hU,2025-10-21T21:36:57+00:00,2025-10-21T21:37:02+00:00,4.742772,stop,"Zwei Personen bewegen sich eine Treppe hinunter. Eine Frau in einem oversized Outfit mit langen, offenen Haaren geht mit neutralem Gesichtsausdruck, während ein Mann im gestreiften Hemd mit Sonnenbrille und selbstbewusstem Auftreten nach oben schaut. Im Hintergrund ist ein Gewässer zu sehen, umgeben von einem Geländer. Die Szene vermittelt eine Momentaufnahme im öffentlichen Raum.",26031,81,26112,0.00395325,
m92410,Faltblatt der Gruppe ‹Freiräume für Frauen› (FFF),cc4290d1d64ae3d9d97232972911a3ef085aa4d16b33e3384b5d5dff1a0a0461,meta-llama/llama-4-maverick,Google,1761082622,gen-1761082622-VR3dcwkkmamMji4S3MQo,2025-10-21T21:37:02+00:00,2025-10-21T21:37:04+00:00,2.219941,stop,"Mann steht selbstsicher auf einer Treppe, während eine Frau daneben ängstlich wirkt.",1542,22,1564,0.000565,
m92357,Fasnachtszettel der Vereinigten Spalemer,9771aec96d784bcfaed396ce78a55161774ede7de5d3105efe8b0f1ff60a9268,google/gemini-2.5-flash-lite,Google,1761082625,gen-1761082624-dgafp67BmOB6JP6hL34Q,2025-10-21T21:37:04+00:00,2025-10-21T21:37:07+00:00,2.714065,stop,"Fasnachtszettel der Vereinigten Spalemer von 1901 über die Zuwanderung nach Basel, mit provokanten Bezeichnungen für verschiedene Gruppen.",1935,34,1969,0.0002071,
m92357,Fasnachtszettel der Vereinigten Spalemer,9771aec96d784bcfaed396ce78a55161774ede7de5d3105efe8b0f1ff60a9268,qwen/qwen3-vl-8b-instruct,DeepInfra,1761082627,gen-1761082627-Ev63GB9GUv7MeBgiFNEA,2025-10-21T21:37:07+00:00,2025-10-21T21:37:10+00:00,2.892692,stop,"Fasnachtszettel der Vereinigten Spalemer, 1901. Karikatur zur Bevölkerungszählung von Basel-Stadt: «Vo Drausse rai» (Basler), «Katzenstreker», «Mutze», «Rübliländer»; unklar: «Türken», «Orang-Utang». Einwohnerzahl: 112615.",1265,97,1362,0.00029463,
m92357,Fasnachtszettel der Vereinigten Spalemer,9771aec96d784bcfaed396ce78a55161774ede7de5d3105efe8b0f1ff60a9268,openai/gpt-4o-mini,OpenAI,1761082630,gen-1761082630-rSL3kpI0R2LJnkfj5g2Q,2025-10-21T21:37:10+00:00,2025-10-21T21:37:14+00:00,4.395415,stop,"Fasnachtszettel der Vereinigten Spalemer von 1901, thematisiert die Zuwanderung nach Basel. Aufgelistet sind verschiedene Gruppen: Basler Bürger, Katzenstreker, Zürihagle, Mutze, Rübliländer und andere. Die Begriffe „Türken“ und „Orang-Utang“ bleiben unklar. Grafische Darstellung mit einer humorvollen Note.",26160,85,26245,0.003975,
m92357,Fasnachtszettel der Vereinigten Spalemer,9771aec96d784bcfaed396ce78a55161774ede7de5d3105efe8b0f1ff60a9268,meta-llama/llama-4-maverick,Groq,1761082634,gen-1761082634-xjMXkiJFr0HUYoYTeH9C,2025-10-21T21:37:14+00:00,2025-10-21T21:37:15+00:00,0.735607,stop,"Vereinte Spalemer 1901: Karikatur zur Bevölkerung von Basel, unterteilt in ""Basler Bürger"", ""Katzenstreker"", ""Rübliländer"", ""Türken"", ""Vo Drausse"" und ""Orang-Utang""; Gesamteinwohnerzahl 112615.",1668,65,1733,0.0003726,
m82972,"Anteil der Life-Science-Industrie am Wirtschaftswachstum, 2000–2010",70a877ac8360e5abf9e73bf14349e0b5102b7f82e99803a8120778e989830b84,google/gemini-2.5-flash-lite,Google,1761082635,gen-1761082635-V3Qb1D1kToDBiZ6lafIN,2025-10-21T21:37:15+00:00,2025-10-21T21:37:17+00:00,2.275685,stop,"Streudiagramm: Anteil der Life-Science-Industrie am BIP und deren durchschnittliche jährliche Wachstumsrate zwischen 2000 und 2010. Region Basel mit höchstem Anteil, Schanghai mit höchster Wachstumsrate.",2493,52,2545,0.00010189,
m82972,"Anteil der Life-Science-Industrie am Wirtschaftswachstum, 2000–2010",70a877ac8360e5abf9e73bf14349e0b5102b7f82e99803a8120778e989830b84,qwen/qwen3-vl-8b-instruct,DeepInfra,1761082638,gen-1761082637-vWIiXaLtDdtPExHYMNhf,2025-10-21T21:37:17+00:00,2025-10-21T21:37:20+00:00,2.21815,stop,"Region Basel: höchster Anteil der Life Sciences am regionalen Wirtschaftswachstum (ca. 17%), deutlich über anderen Standorten wie Singapur oder Cambridge.",1271,40,1311,0.00025638,
m82972,"Anteil der Life-Science-Industrie am Wirtschaftswachstum, 2000–2010",70a877ac8360e5abf9e73bf14349e0b5102b7f82e99803a8120778e989830b84,openai/gpt-4o-mini,Azure,1761082647,gen-1761082640-ycxLC6yicTJPYW0n1ObI,2025-10-21T21:37:20+00:00,2025-10-21T21:37:30+00:00,10.724296,stop,Karte mit kreisförmigen Diagrammen zum durchschnittlichen jährlichen Wachstum der Life-Science-Industrie 2000–2010. Region Basel zeigt den höchsten Anteil am regionalen Wirtschaftswachstum. Größere Kreise repräsentieren höhere Wachstumsraten in Städten wie Schanghai und Cambridge. Beschriftungen nennen die Städte und Werte für den Anteil der Life Sciences am jährlichen Wachstum.,26177,85,26262,0.00397755,
m82972,"Anteil der Life-Science-Industrie am Wirtschaftswachstum, 2000–2010",70a877ac8360e5abf9e73bf14349e0b5102b7f82e99803a8120778e989830b84,meta-llama/llama-4-maverick,DeepInfra,1761082651,gen-1761082651-rV3RGPx7Wdpu0Er2UkbI,2025-10-21T21:37:30+00:00,2025-10-21T21:37:34+00:00,3.179989,stop,"Anteil der Life Sciences am regionalen BIP und Wachstum der Life Sciences 2000-2010, Vergleich von Zürich, San Francisco Bay Area, Genf, Singapur, Schanghai, Cambridge (Massachusetts) und Basel.",1688,48,1736,0.000282,
m37716,Reste der Inneren Stadtmauer,13e296d294bbc2c27aafcffdd57fc32dc6707c9bb7f91e95639c43846121a904,google/gemini-2.5-flash-lite,Google,1761082654,gen-1761082654-HEHmNseaHpZSjifVriNX,2025-10-21T21:37:34+00:00,2025-10-21T21:37:36+00:00,2.371871,stop,"Freigelegte Reste der Inneren Stadtmauer aus Stein und Mörtel, an einer Baustelle mit Archäologen.",2359,26,2385,0.0002463,
m37716,Reste der Inneren Stadtmauer,13e296d294bbc2c27aafcffdd57fc32dc6707c9bb7f91e95639c43846121a904,qwen/qwen3-vl-8b-instruct,Novita,1761082656,gen-1761082656-FQQVyNsoufLfC9kisV1r,2025-10-21T21:37:36+00:00,2025-10-21T21:37:38+00:00,2.044265,stop,"Stadtmauerreste aus Stein, freigelegt 2020 beim Bau des Kunstmuseum-Parkings. Arbeiter untersuchen die Mauer in einer Baugrube neben modernem Gebäude.",1130,45,1175,0.0001129,
m37716,Reste der Inneren Stadtmauer,13e296d294bbc2c27aafcffdd57fc32dc6707c9bb7f91e95639c43846121a904,openai/gpt-4o-mini,OpenAI,1761082658,gen-1761082658-42ykmRFeFuAAFzoUV3OX,2025-10-21T21:37:38+00:00,2025-10-21T21:37:42+00:00,3.59387,stop,"Längere Strecke der Innenstadtmauer, freigelegt 2020 während Bauarbeiten am Kunstmuseum. Sichtbar sind Mauerreste des städtischen Befestigungsrings, umgeben von Baugeräten und Arbeiter in Sicherheitskleidung.",26071,52,26123,0.00394185,
m37716,Reste der Inneren Stadtmauer,13e296d294bbc2c27aafcffdd57fc32dc6707c9bb7f91e95639c43846121a904,meta-llama/llama-4-maverick,Parasail,1761082662,gen-1761082662-BtTZKUVoeaQu8XRYxsOB,2025-10-21T21:37:42+00:00,2025-10-21T21:37:44+00:00,2.079264,stop,"Freigelegte Reste der Inneren Stadtmauer, gesichert durch Bauzäune und Absperrungen, während Bauarbeiten.",1584,30,1614,0.0002631,
m22924,Federzeichnung eines zirkumpolaren Horizontalpanoramas der Stadt Basel,90c17b96b4d7ab90eaa72dcc5740bc41fee74f9af084383e864cb9ef54aebcdc,google/gemini-2.5-flash-lite,Google,1761082664,gen-1761082664-g6zxt1WBLBJp1VQ4eKG1,2025-10-21T21:37:44+00:00,2025-10-21T21:37:46+00:00,2.169477,stop,"Federzeichnung eines zirkumpolaren Stadtpanoramas von Basel, 1787. 360-Grad-Ansicht auf die Stadt und Umgebung von einem Kamin aus.",1879,41,1920,0.0002043,
m22924,Federzeichnung eines zirkumpolaren Horizontalpanoramas der Stadt Basel,90c17b96b4d7ab90eaa72dcc5740bc41fee74f9af084383e864cb9ef54aebcdc,qwen/qwen3-vl-8b-instruct,Novita,1761082666,gen-1761082666-A2k9lhe1RY5Ax4UDIrUT,2025-10-21T21:37:46+00:00,2025-10-21T21:37:48+00:00,2.269435,stop,"Zirkumpolarer Panoramablick auf Basel von 1787, gezeichnet aus einem Kamin des Blauen Hauses. Schwarz-weiß, radial komponiert, mit detaillierter Darstellung der Stadt und Umgebung in 360-Grad-Perspektive.",1434,66,1500,0.00014772,
m22924,Federzeichnung eines zirkumpolaren Horizontalpanoramas der Stadt Basel,90c17b96b4d7ab90eaa72dcc5740bc41fee74f9af084383e864cb9ef54aebcdc,openai/gpt-4o-mini,OpenAI,1761082668,gen-1761082668-Ht3xFMNyNYSpYxrDCvzc,2025-10-21T21:37:48+00:00,2025-10-21T21:37:51+00:00,2.769041,stop,"Federzeichnung eines zirkumpolaren Horizontalpanoramas der Stadt Basel. 360-Grad-Umsicht vom Kamin des ‹Blauen Hauses›, zeigt die Stadt und ihre Umgebung. Schwarz-weiße Zeichnung mit kreisförmigem Format. Datierung: 1787.",26088,60,26148,0.0039492,
