objectid,title,prompt_sha256,model,provider,created,id,request_started_utc,request_ended_utc,latency_seconds,finish_reason,content,usage_prompt_tokens,usage_completion_tokens,usage_total_tokens,usage_cost,error
m95804,Abbruch des St. Johanns­-Schwibbogens,d3515370015ba6c27ff59c1acbfbd7474d065d74beb18e700cb961b39344c28a,openai/gpt-4o-mini,OpenAI,1761080958,gen-1761080958-Tqej6YAYtT8G8hgsJ5Gw,2025-10-21T21:09:18+00:00,2025-10-21T21:09:21+00:00,3.026903,stop,"Abbruch des St. Johanns-Schwibbogens 1874. Zerstörte Steinstruktur einer Stadtmauer, umgeben von Bauarbeitern und Schutt. Links ein Handkarren mit Steinen. Historische Umgebung, teils bröckelnde Wände.",26175,60,26235,0.00396225,
m95804,Abbruch des St. Johanns­-Schwibbogens,d3515370015ba6c27ff59c1acbfbd7474d065d74beb18e700cb961b39344c28a,meta-llama/llama-4-maverick,DeepInfra,1761080961,gen-1761080961-Vldwd4hNgZ93qnY5pF4q,2025-10-21T21:09:21+00:00,2025-10-21T21:09:23+00:00,2.338485,stop,"Abbruch des St. Johanns-Schwibbogens, Arbeiter beim Entfernen von Mauerwerk, Schutt und Karren auf der Strasse.",2113,32,2145,0.00033615,
m94775,"‹Merkwürdige Seltenheit›, Illustration zu einer Anzeige in den ‹Wöchentlichen Nach­richten › vom 30. Oktober 1834",5da1631f2f991f5fb770321671070e0d41e7cc2a534cb219fed1f4b926b34085,google/gemini-2.5-flash-lite,Google,1761080963,gen-1761080963-k4yRMvl41bj3Nss4dMD0,2025-10-21T21:09:23+00:00,2025-10-21T21:09:26+00:00,2.984249,stop,Merkwürdige Seltenheit: Afrikaner der kriegerischen Ashantee-Nation in Basel ausgestellt.,1895,22,1917,0.0001983,
m94775,"‹Merkwürdige Seltenheit›, Illustration zu einer Anzeige in den ‹Wöchentlichen Nach­richten › vom 30. Oktober 1834",5da1631f2f991f5fb770321671070e0d41e7cc2a534cb219fed1f4b926b34085,qwen/qwen2.5-vl-72b-instruct,Nebius,1761080966,gen-1761080966-QIHsufcPmEbhEJXyKlPk,2025-10-21T21:09:26+00:00,2025-10-21T21:09:28+00:00,1.97387,stop,"Afrikanischer Mann mit Lanze und Schild, dargestellt als Seltenheit zur Herbstmesse 1834 in Basel. Text beschreibt ihn als Angehörigen der Ashantées aus Westafrika.",1449,51,1500,0.0004005,
m94775,"‹Merkwürdige Seltenheit›, Illustration zu einer Anzeige in den ‹Wöchentlichen Nach­richten › vom 30. Oktober 1834",5da1631f2f991f5fb770321671070e0d41e7cc2a534cb219fed1f4b926b34085,openai/gpt-4o-mini,OpenAI,1761080968,gen-1761080968-e35TdfFVvM05TkutUAIi,2025-10-21T21:09:28+00:00,2025-10-21T21:09:31+00:00,3.454279,stop,"Illustration zur Anzeige eines afrikanischen Mannes aus der kriegerischen Nation der Ashantées für die Herbstmesse. Die Darstellung zeigt den Mann mit einem Speer in traditioneller Kleidung. Die Anzeige stammt aus den «Wöchentlichen Nachrichten» vom 30. Oktober 1834, veröffentlicht von der Universitätsbibliothek Basel.",26122,67,26189,0.0039585,
m94775,"‹Merkwürdige Seltenheit›, Illustration zu einer Anzeige in den ‹Wöchentlichen Nach­richten › vom 30. Oktober 1834",5da1631f2f991f5fb770321671070e0d41e7cc2a534cb219fed1f4b926b34085,meta-llama/llama-4-maverick,DeepInfra,1761080972,gen-1761080972-zU4KPpbLxj1tGHIHpDNH,2025-10-21T21:09:31+00:00,2025-10-21T21:09:34+00:00,2.978512,stop,"Zeitungsannonce mit Illustration: Ashanti-Krieger mit Speer und Schild, Text beschreibt Ausstellung eines Afrikaners auf der Herbstmesse 1834 in Basel.",1631,37,1668,0.00026685,
m88415_1,"Publikumszahlen an Konzerten und FCB-Spielen im St. Jakob-Stadion, 1960–2022",ab3654079973894e949bfe3d1feb52d80f86daffb6f4098f146fd09cd0f0de5a,google/gemini-2.5-flash-lite,Google,1761080975,gen-1761080975-Lg5ekdQIDasf4FnTZXfZ,2025-10-21T21:09:35+00:00,2025-10-21T21:09:37+00:00,2.396103,stop,Balkendiagramm mit Publikumszahlen für Konzerte (gelb) und FCB-Spiele (blau) im St. Jakob-Stadion von 1960 bis 2022.,2569,44,2613,0.0002745,
m88415_1,"Publikumszahlen an Konzerten und FCB-Spielen im St. Jakob-Stadion, 1960–2022",ab3654079973894e949bfe3d1feb52d80f86daffb6f4098f146fd09cd0f0de5a,qwen/qwen2.5-vl-72b-instruct,Novita,1761080977,gen-1761080977-DL6q7I4GL2Cys7MTBdIt,2025-10-21T21:09:37+00:00,2025-10-21T21:09:41+00:00,4.162015,stop,"Publikumszahlen von Konzerten (gelb) und FCB-Spielen (blau) im St. Jakob-Stadion 1960–2022. Konzerte waren in den 1980er-Jahren beliebter, FCB-Spiele ab 2001 dominierend, mit Einbruch 2020 durch Corona.",1236,88,1324,0.0010592,
m88415_1,"Publikumszahlen an Konzerten und FCB-Spielen im St. Jakob-Stadion, 1960–2022",ab3654079973894e949bfe3d1feb52d80f86daffb6f4098f146fd09cd0f0de5a,openai/gpt-4o-mini,OpenAI,1761080981,gen-1761080981-6k6MjZxCLnaU3D2SO3OX,2025-10-21T21:09:41+00:00,2025-10-21T21:09:44+00:00,2.55806,stop,Diagramm mit den Publikumszahlen für Konzerte (gelb) und FC Basel-Spiele (blau) im St. Jakob-Stadion von 1960 bis 2022. Deutliche Anstiege in den Besucherzahlen sind in den 2000er Jahren und ein Rückgang in 2020 durch die Corona-Pandemie erkennbar.,14901,76,14977,0.00228075,
m88415_1,"Publikumszahlen an Konzerten und FCB-Spielen im St. Jakob-Stadion, 1960–2022",ab3654079973894e949bfe3d1feb52d80f86daffb6f4098f146fd09cd0f0de5a,meta-llama/llama-4-maverick,Groq,1761080984,gen-1761080984-FJR3f1uMSsGz48FLcjWt,2025-10-21T21:09:44+00:00,2025-10-21T21:09:45+00:00,1.071719,stop,"Balkendiagramm der Besucherzahlen von FC Basel-Spielen (blau) und Konzerten (gelb) im St. Jakob-Stadion, 1960–2022. Besucherzahlen der Fußballspiele steigen nach Tief in den 1980ern ab 2001 deutlich an, Konzerte gehen zurück. Zahlen für 2020 stark rückläufig.",1749,76,1825,0.0003954,
m15298_1,Zwischen 1912 und 1966 neu erbaute Gotteshäuser in Basel,12546aad0dd409152ab3c6795835d60d8faa8d37287233b1f72dd11a624858e8,google/gemini-2.5-flash-lite,Google,1761080985,gen-1761080985-pfmSy93FFgpcDjV2Npnq,2025-10-21T21:09:45+00:00,2025-10-21T21:09:47+00:00,2.530981,stop,"Karte zeigt neu erbaute Gotteshäuser in Basel zwischen 1912 und 1966, kategorisiert nach Konfession (römisch-katholisch, evangelisch-reformiert, jüdisch).",2047,44,2091,0.0002223,
m15298_1,Zwischen 1912 und 1966 neu erbaute Gotteshäuser in Basel,12546aad0dd409152ab3c6795835d60d8faa8d37287233b1f72dd11a624858e8,qwen/qwen2.5-vl-72b-instruct,Nebius,1761080987,gen-1761080987-MXGwO7f2D9OgJWot82Bu,2025-10-21T21:09:47+00:00,2025-10-21T21:09:50+00:00,3.047038,stop,"Karte von Basel mit markierten Standorten neuer Gotteshäuser zwischen 1912 und 1966. Gelb: römisch-katholisch, Blau: evangelisch-reformiert, Grün: jüdisch. Nummern verweisen auf Legende mit Kirchennamen und Baujahren.",1717,77,1794,0.000487,
m15298_1,Zwischen 1912 und 1966 neu erbaute Gotteshäuser in Basel,12546aad0dd409152ab3c6795835d60d8faa8d37287233b1f72dd11a624858e8,openai/gpt-4o-mini,OpenAI,1761080990,gen-1761080990-GnjHeWNmAGDPvxY5H0oh,2025-10-21T21:09:50+00:00,2025-10-21T21:10:10+00:00,19.230728,stop,"Karte mit neuen Gotteshäusern in Basel (1912-1966). Gezeigt sind evangelisch-reformierte, römisch-katholische und jüdische Religionsstätten. Farbcodierte Punkte kennzeichnen die jeweiligen Konfessionen. Wichtige Bauten wie die Heiliggeistkirche (1912) und die Antoniuskirche (1927) sowie deren Baujahre sind vermerkt, jedoch keine älteren Gotteshäuser.",26243,100,26343,0.00399645,
m15298_1,Zwischen 1912 und 1966 neu erbaute Gotteshäuser in Basel,12546aad0dd409152ab3c6795835d60d8faa8d37287233b1f72dd11a624858e8,meta-llama/llama-4-maverick,Fireworks,1761081010,gen-1761081010-04Sp1tyDMhpdWgV7Svjl,2025-10-21T21:10:10+00:00,2025-10-21T21:10:13+00:00,2.926869,stop,"Karte von Basel mit 18 markierten Gotteshäusern, erbaut zwischen 1912 und 1966; römisch-katholisch (gelb), evangelisch-reformiert (blau), jüdisch (grün). Legende mit Namen und Baujahr.",2170,58,2228,0.00052844,
m34620,Ausgrabung im Chor der Peterskirche im Jahr 1962,4ac688bbf2b9927ec3c7859f3b75999fb4a905fa7b6e3a2c09a53c51c29b4a8c,google/gemini-2.5-flash-lite,Google,1761081013,gen-1761081013-jm6pannXrXE4CQJBUImn,2025-10-21T21:10:13+00:00,2025-10-21T21:10:15+00:00,1.909363,stop,Ausgrabung im Chor der Peterskirche 1962: Freilegung von Fundamenten dreier Bauphasen (9.-13. Jh.).,1862,33,1895,0.0001994,
m34620,Ausgrabung im Chor der Peterskirche im Jahr 1962,4ac688bbf2b9927ec3c7859f3b75999fb4a905fa7b6e3a2c09a53c51c29b4a8c,qwen/qwen2.5-vl-72b-instruct,Nebius,1761081015,gen-1761081015-NE54W5Up43bG9j0QEVKi,2025-10-21T21:10:15+00:00,2025-10-21T21:10:17+00:00,2.357336,stop,"Fundamente verschiedener Bauphasen der Peterskirche: rechteckiger Gründungschor (9./10. Jh.), halbrunde romanische Apsis (10./11. Jh.) und gotischer Rechteckchor (13. Jh.).",1396,63,1459,0.00039625,
m34620,Ausgrabung im Chor der Peterskirche im Jahr 1962,4ac688bbf2b9927ec3c7859f3b75999fb4a905fa7b6e3a2c09a53c51c29b4a8c,openai/gpt-4o-mini,OpenAI,1761081017,gen-1761081017-op9aFA8OPdNTmtzSJvOX,2025-10-21T21:10:17+00:00,2025-10-21T21:10:21+00:00,4.054473,stop,"Rechteckiger Chor mit romanischen Fundamenten und halbrunder Apsis, ausgegraben 1962. Mauerwerk aus dem 10./11. und 13. Jahrhundert sichtbar. Zustand: unvollständig, mit sichtbaren Steinen und Abständen.",26087,56,26143,0.00394665,
m34620,Ausgrabung im Chor der Peterskirche im Jahr 1962,4ac688bbf2b9927ec3c7859f3b75999fb4a905fa7b6e3a2c09a53c51c29b4a8c,meta-llama/llama-4-maverick,Fireworks,1761081022,gen-1761081022-l9K7Jhh3RWg5QEffQ6iT,2025-10-21T21:10:21+00:00,2025-10-21T21:10:25+00:00,3.527437,stop,"Freigelegte Fundamente verschiedener Bauphasen der Peterskirche: Rechteckchor (9./10. Jh.), halbrunde Apsis (10./11. Jh.), gotischer Rechteckchor (13. Jh.).",2017,48,2065,0.00048598,
m92410,Faltblatt der Gruppe ‹Freiräume für Frauen› (FFF),cc4290d1d64ae3d9d97232972911a3ef085aa4d16b33e3384b5d5dff1a0a0461,google/gemini-2.5-flash-lite,Google,1761081025,gen-1761081025-n03ED5jeeAvv4ptDwq8J,2025-10-21T21:10:25+00:00,2025-10-21T21:10:27+00:00,2.356795,stop,Frauenforderung: Bewegungsfreiheit im öffentlichen Raum. Zwei Personen auf einer Treppe.,2316,17,2333,0.0002384,
m92410,Faltblatt der Gruppe ‹Freiräume für Frauen› (FFF),cc4290d1d64ae3d9d97232972911a3ef085aa4d16b33e3384b5d5dff1a0a0461,qwen/qwen2.5-vl-72b-instruct,Nebius,1761081027,gen-1761081027-6WX07P1qjdRvEogMQOLf,2025-10-21T21:10:27+00:00,2025-10-21T21:10:29+00:00,1.699974,stop,"Schwarz-Weiß-Foto: Mann steht selbstbewusst auf Treppen, Frau daneben klein und gebückt. Symbolisiert Ungleichheit im öffentlichen Raum.",1161,40,1201,0.00032025,
m92410,Faltblatt der Gruppe ‹Freiräume für Frauen› (FFF),cc4290d1d64ae3d9d97232972911a3ef085aa4d16b33e3384b5d5dff1a0a0461,openai/gpt-4o-mini,OpenAI,1761081030,gen-1761081029-gYcwtbyAxe305oexI3DA,2025-10-21T21:10:29+00:00,2025-10-21T21:10:34+00:00,4.948324,stop,"Faltblatt der Gruppe ‹Freiräume für Frauen› (FFF), 1992. Zwei Personen auf einer Treppe: Eine Frau, in einem weiten Kleid, geht nach unten, während ein Mann, in Sonnenbrille und kariertem Hemd, nach oben blickt. Graue, urban geprägte Umgebung, Beton und Geländer sichtbar.",26031,74,26105,0.00394905,
m92410,Faltblatt der Gruppe ‹Freiräume für Frauen› (FFF),cc4290d1d64ae3d9d97232972911a3ef085aa4d16b33e3384b5d5dff1a0a0461,meta-llama/llama-4-maverick,Novita,1761081034,gen-1761081034-Caqg1dkQSZRZUnSHHnPB,2025-10-21T21:10:34+00:00,2025-10-21T21:10:36+00:00,2.744119,stop,"Mann mit Sonnenbrille steht selbstbewusst auf einer Brücke, während eine Frau sich ängstlich an das Geländer presst, schwarz-weiss Faltblattillustration, 1992.",1533,44,1577,0.00029801,
m92357,Fasnachtszettel der Vereinigten Spalemer,9771aec96d784bcfaed396ce78a55161774ede7de5d3105efe8b0f1ff60a9268,google/gemini-2.5-flash-lite,Google,1761081036,gen-1761081036-ou8ah4h3OQ5FXjwyJW6I,2025-10-21T21:10:36+00:00,2025-10-21T21:10:39+00:00,2.136743,stop,"Fasnachtszettel der Vereinigten Spalemer von 1901. Die Zählung gibt die Herkunft der Bevölkerung Basels an, darunter ""Vo Drausse rai"" (von draußen herein).",1935,41,1976,0.0002099,
m92357,Fasnachtszettel der Vereinigten Spalemer,9771aec96d784bcfaed396ce78a55161774ede7de5d3105efe8b0f1ff60a9268,qwen/qwen2.5-vl-72b-instruct,Nebius,1761081039,gen-1761081039-sGxiQxQ9uoWVgnN2dLLC,2025-10-21T21:10:39+00:00,2025-10-21T21:10:41+00:00,2.679483,stop,"Fasnachtszettel der Vereinigten Spalemer 1901. Karikatur zeigt zwei Figuren mit Schildern und Monsterkopf. Text nennt Volkszählungsergebnis von Basel-Stadt, darunter Zuwanderergruppen wie ""Vo Drausse rai"" und ""Türken"".",1428,73,1501,0.00041175,
m92357,Fasnachtszettel der Vereinigten Spalemer,9771aec96d784bcfaed396ce78a55161774ede7de5d3105efe8b0f1ff60a9268,openai/gpt-4o-mini,OpenAI,1761081041,gen-1761081041-uuK2n4jWjMYG6GqcvwA5,2025-10-21T21:10:41+00:00,2025-10-21T21:10:45+00:00,3.299798,stop,"Fasnachtszettel der Vereinigten Spalemer von 1901 zum Thema Zuwanderung in Basel. Grafische Darstellung mit humorvollen Figuren und Statistiken zu verschiedenen Personengruppen. Aufgelistet sind Basler Bürger, Katzenstreker, Zürihagle, Mutze, Rübliländer und weitere. Unklar bleibt der Bezug zu „Türken“ und „Orang-Utang“. Gesamte Einwohnerzahl: 112.615.",26160,97,26257,0.0039822,
m92357,Fasnachtszettel der Vereinigten Spalemer,9771aec96d784bcfaed396ce78a55161774ede7de5d3105efe8b0f1ff60a9268,meta-llama/llama-4-maverick,Google,1761081045,gen-1761081045-CLOlF5bISu30eQQ1niTT,2025-10-21T21:10:45+00:00,2025-10-21T21:10:48+00:00,3.583235,stop,"Fasnachtszettel 1901 der Vereinigten Spalemer mit Karikaturen und fiktiver Volkszählung: 19.999 Basler Bürger, 89.999 Zugezogene (""Vo Drausse rai""), 2 Orang-Utans, 1 Türke.",1826,59,1885,0.00070695,
m82972,"Anteil der Life-Science-Industrie am Wirtschaftswachstum, 2000–2010",70a877ac8360e5abf9e73bf14349e0b5102b7f82e99803a8120778e989830b84,google/gemini-2.5-flash-lite,Google,1761081048,gen-1761081048-7lhqePkFFDifm9oLJbEX,2025-10-21T21:10:48+00:00,2025-10-21T21:10:51+00:00,2.775579,stop,"Streudiagramm zeigt Anteil der Life Sciences an der Wertschöpfung und deren Wachstumsrate. Region Basel mit höchstem Anteil, aber moderater Wachstumsrate.",2493,35,2528,0.0002633,
m82972,"Anteil der Life-Science-Industrie am Wirtschaftswachstum, 2000–2010",70a877ac8360e5abf9e73bf14349e0b5102b7f82e99803a8120778e989830b84,qwen/qwen2.5-vl-72b-instruct,Parasail,1761081051,gen-1761081051-yj7c0Owg07gZI4ti6mWG,2025-10-21T21:10:51+00:00,2025-10-21T21:10:54+00:00,3.418893,stop,"
Diagramm zeigt Anteil der Life Sciences am Wirtschaftswachstum von 2000 bis 2010. Größter Kreis für Region Basel symbolisiert höchsten Anteil an Gesamtwertschöpfung (>16%) und Beitrag zum jährlichen Wachstum (1,70%). Andere Regionen wie Cambridge, Singapur, und Region Genf weisen geringere Werte auf.",1396,97,1493,0.0012138,
m82972,"Anteil der Life-Science-Industrie am Wirtschaftswachstum, 2000–2010",70a877ac8360e5abf9e73bf14349e0b5102b7f82e99803a8120778e989830b84,openai/gpt-4o-mini,OpenAI,1761081054,gen-1761081054-G2N9JnLg37WYxNJCb5yw,2025-10-21T21:10:54+00:00,2025-10-21T21:10:58+00:00,3.294451,stop,"Durchschnittliche jährliche Wachstumsraten der Life-Science-Industrie in verschiedenen Städten (2000–2010). Die Größen der roten Kreise zeigen den Anteil der Life Sciences am regionalen Bruttoinlandprodukt: Region Basel hat den höchsten Anteil, gefolgt von Schanghai und Cambridge. Weitere relevante Regionen sind Genf, San Francisco Bay Area, Zürich und Singapur.",26177,81,26258,0.00397515,
m82972,"Anteil der Life-Science-Industrie am Wirtschaftswachstum, 2000–2010",70a877ac8360e5abf9e73bf14349e0b5102b7f82e99803a8120778e989830b84,meta-llama/llama-4-maverick,Together,1761081058,gen-1761081058-LfUHMOg0Qk9cW5jMCamf,2025-10-21T21:10:58+00:00,2025-10-21T21:10:59+00:00,1.501898,stop,"Anteil der Life Sciences am regionalen Wirtschaftswachstum und -wert 2000–2010. Regionen im Vergleich, Blasengrösse zeigt Beitrag zum Wachstum.",1689,38,1727,0.00048833,
m37716,Reste der Inneren Stadtmauer,13e296d294bbc2c27aafcffdd57fc32dc6707c9bb7f91e95639c43846121a904,google/gemini-2.5-flash-lite,Google,1761081059,gen-1761081059-wKFTyIoMUum0H18tLkqp,2025-10-21T21:10:59+00:00,2025-10-21T21:11:02+00:00,2.336454,stop,Freilegte Fundamente der Inneren Stadtmauer von Basel mit Ausgrabungsarbeiten. Die massive Steinmauer zeigt die einstige Befestigungsanlage.,2359,30,2389,0.0002479,
m37716,Reste der Inneren Stadtmauer,13e296d294bbc2c27aafcffdd57fc32dc6707c9bb7f91e95639c43846121a904,qwen/qwen2.5-vl-72b-instruct,Parasail,1761081062,gen-1761081062-C1XDevgHwpGpqlqRD7vo,2025-10-21T21:11:02+00:00,2025-10-21T21:11:04+00:00,2.066315,stop,"Längere Stadtmauerreste bei Bauarbeiten im städtischen Bauprojekt, Archäologen in Schutzkleidung untersuchen Fundament.",1255,37,1292,0.001041,
m37716,Reste der Inneren Stadtmauer,13e296d294bbc2c27aafcffdd57fc32dc6707c9bb7f91e95639c43846121a904,openai/gpt-4o-mini,OpenAI,1761081064,gen-1761081064-mcpl490qtGgnbL47CK4W,2025-10-21T21:11:04+00:00,2025-10-21T21:11:07+00:00,3.371304,stop,"Längere Strecke der Inneren Stadtmauer, freigelegt beim Bau des Kunstmuseum-Parkings. Sichtbar sind die steinernen Reste des städtischen Befestigungsrings. Im Vordergrund arbeiten zwei Personen in Sicherheitskleidung. Hintergrund zeigt moderne Architektur und Baugeräte.",26071,60,26131,0.00394665,
m37716,Reste der Inneren Stadtmauer,13e296d294bbc2c27aafcffdd57fc32dc6707c9bb7f91e95639c43846121a904,meta-llama/llama-4-maverick,Groq,1761081067,gen-1761081067-KmU8MhqagDZ40qzzyRnz,2025-10-21T21:11:07+00:00,2025-10-21T21:11:08+00:00,0.687003,stop,Freigelegte historische Stadtmauer während der Bauarbeiten neben einem modernen Glasgebäude. Arbeiter in Sicherheitskleidung untersuchen die Mauer.,1583,28,1611,0.0003334,
m22924,Federzeichnung eines zirkumpolaren Horizontalpanoramas der Stadt Basel,90c17b96b4d7ab90eaa72dcc5740bc41fee74f9af084383e864cb9ef54aebcdc,google/gemini-2.5-flash-lite,Google,1761081068,gen-1761081068-qwnwWK74S0IhbcNcfmZm,2025-10-21T21:11:08+00:00,2025-10-21T21:11:10+00:00,2.708805,stop,"Federzeichnung eines zirkumpolaren Panoramas von Basel, 1787, mit Blick von einem Kamin auf die Stadt und ihre Umgebung.",1879,32,1911,0.0002007,
m22924,Federzeichnung eines zirkumpolaren Horizontalpanoramas der Stadt Basel,90c17b96b4d7ab90eaa72dcc5740bc41fee74f9af084383e864cb9ef54aebcdc,qwen/qwen2.5-vl-72b-instruct,Nebius,1761081071,gen-1761081071-ddeiYKAocVZPdliWX5v8,2025-10-21T21:11:10+00:00,2025-10-21T21:11:12+00:00,1.784386,stop,"Federzeichnung von Basel in 360-Grad-Panorama, 1787. Ansicht vom Blauen Haus, detaillierte Darstellung von Gebäuden und Landschaft.",1666,44,1710,0.0004495,
m22924,Federzeichnung eines zirkumpolaren Horizontalpanoramas der Stadt Basel,90c17b96b4d7ab90eaa72dcc5740bc41fee74f9af084383e864cb9ef54aebcdc,openai/gpt-4o-mini,OpenAI,1761081072,gen-1761081072-3LBnNLu4UMbPd7h4waZw,2025-10-21T21:11:12+00:00,2025-10-21T21:11:16+00:00,3.422686,stop,"Federzeichnung eines zirkumpolaren Horizontalpanoramas von Basel. 360-Grad-Umsicht aus der Perspektive eines Kamins, zeigt Stadt und Umgebung mit architektonischen Details. Schwarz-Weiß-Darstellung ohne Datierungsangabe.",26088,53,26141,0.003945,
